State,Sector,BuildingType,ElectricitySource,TariffBand,HasMeter,RenewableEnergy,BackupPower,NumOccupants,NumRooms,NumAppliances,BuildingAge(Years),HoursPowerDaily,SolarCapacity(kW),PeakHourUsage,NumACUnits,NumFreezers,ConsumptionCategory,MonthlyIncome_log,MonthlyBill_log,GeneratorFuelCost_log,MonthlyConsumption_log,consumption_rate,House_comfort,usage_rate,appliance_consumption,Hourly_rate
Niger,Residential,Factory,NEPA/PHCN,B and B,No,Yes,Solar,4,2,13,6,8.1,1.6,8.3,0,1,Low,7.1293,7.1293,8.55429627936774,3.044522437723423,0.76,0.475,0.455,0.54,0.376
Anambra,Industrial,Flat,NEPA/PHCN,B and C,Postpaid,Yes,Generator,6,2,5,5,6.6,0.9,5.5,0,1,Low,10.7382,10.7382,7.501082124259871,4.492001487882454,0.75,1.534,0.589,0.943,0.681
Niger,Residential,Factory,Both,B and D,Yes,No,Generator,7,4,5,1,9.2,0.0,8.6,0,1,Low,7.1436,7.1436,7.636752112435779,5.522260598032811,0.79,0.794,0.483,1.022,0.6
Sokoto,Residential,Factory,Both,B and A,No,No,Generator,2,3,5,0,10.9,0.0,6.6,0,0,Moderate,8.0681,8.0681,9.175334762777368,5.956614269672236,2.98,1.009,0.468,1.362,0.546
Niger,Industrial,Bungalow,NEPA/PHCN,B and C,Yes,No,UPS,5,3,14,3,12.2,0.0,8.7,1,0,Very high,8.498,8.498,10.146629790357027,4.544358046591334,0.91,0.5,0.456,0.718,0.372
Lagos,Residential,Bungalow,NEPA/PHCN,B and C,Yes,Yes,Generator,7,1,4,1,1.7,0.7,6.3,2,0,Low,10.1164,10.1164,10.296238848224217,4.4355674016019115,0.63,2.023,0.496,0.34,2.609
Anambra,Government,Flat,Both,B and A,Yes,No,Generator,5,1,7,5,6.9,0.0,6.4,0,1,Moderate,10.8799,10.8799,10.169269048534572,4.00369019395397,0.8,1.36,0.517,0.862,0.58
Delta,Agricultural,Flat,Both,B and D,No,No,UPS,3,3,12,18,16.8,0.0,6.7,1,0,Moderate,9.3835,9.3835,10.160568654878034,4.653960350157523,1.55,0.626,0.48,1.12,0.277
Anambra,Residential,Duplex,Both,B and B,Yes,No,Generator,4,1,7,16,18.1,0.0,8.2,0,0,Low,9.6554,9.6554,7.113142108707088,4.09933210373314,1.02,1.207,0.576,2.262,0.226
Enugu,Residential,Office,Both,B and C,Yes,Yes,No Backup,3,2,8,14,16.0,0.8,7.9,1,1,Moderate,8.7683,8.7683,9.879450974707886,5.752255128106979,1.92,0.877,0.47,1.6,0.36
Lagos,Residential,Bungalow,Solar,B and C,Yes,Yes,Solar,3,4,13,4,9.4,1.9,4.9,0,1,High,9.4539,9.4539,9.83761480838542,6.209394531369305,2.07,0.556,0.49,0.553,0.661
Benue,Industrial,Factory,NEPA/PHCN,B and B,Yes,Yes,Generator,6,4,7,21,3.1,0.9,6.6,1,0,Moderate,9.6235,9.6235,9.884100838735938,5.145166187053862,0.86,0.875,0.493,0.282,1.66
Enugu,Commercial,Office,NEPA/PHCN,B and C,Yes,Yes,No Backup,5,2,6,5,11.3,0.6,3.6,1,2,Very high,9.339,9.339,10.49166303072945,6.7086943981838845,1.34,1.167,0.471,1.412,0.594
Enugu,Commercial,Factory,NEPA/PHCN,B and D,Yes,No,No Backup,5,2,9,0,15.2,0.0,2.3,0,2,High,9.9024,9.9024,9.23151460720759,6.162472344001663,1.23,0.9,0.518,1.382,0.405
Sokoto,Industrial,Duplex,NEPA/PHCN,B and D,Yes,Yes,Generator,1,4,10,27,8.3,1.6,7.0,1,1,Moderate,9.4641,9.4641,8.774776816043985,5.552571912887299,5.55,0.676,0.519,0.593,0.669
Plateau,Residential,Bungalow,Generator,B and D,No,No,Generator,4,4,5,12,11.4,0.0,3.5,0,1,Low,8.8313,8.8313,6.804614520062624,5.238036435663107,1.31,0.981,0.565,1.267,0.459
Kano,Industrial,Duplex,Solar,B and C,Yes,No,Generator,4,2,9,21,9.7,0.0,4.3,0,2,Very high,10.2564,10.2564,10.405413693115086,6.329186003129627,1.58,0.932,0.496,0.882,0.652
Lagos,Industrial,Mansion,Generator,B and D,Yes,No,No Backup,5,8,6,9,8.0,0.0,3.7,3,1,High,8.8579,8.8579,9.797237752693418,3.044522437723423,0.61,0.633,0.475,0.571,0.381
Enugu,Commercial,Bungalow,Generator,B and C,No,No,No Backup,4,2,8,12,10.6,0.0,7.4,4,3,Very high,8.6461,8.6461,8.336630087637147,5.703449085754963,1.43,0.865,0.509,1.06,0.538
Kano,Government,Factory,Generator,B and B,No,Yes,Generator,4,1,11,15,20.5,3.6,4.6,0,0,Low,6.9088,6.9088,7.5411524551363085,3.131136910560194,0.78,0.576,0.478,1.708,0.153
Kano,Industrial,Factory,Both,B and C,Prepaid,No,Generator,5,3,8,3,8.1,0.0,5.7,2,0,High,10.6848,10.6848,8.74528448245438,5.167639042905921,1.03,0.971,0.55,0.736,0.638
Lagos,Residential,Office,NEPA/PHCN,B and B,Yes,No,Solar,8,4,7,7,11.4,0.0,5.3,1,3,Very high,7.9983,7.9983,9.512886426076506,6.350362019399812,0.79,0.727,0.457,1.036,0.557
Plateau,Residential,Duplex,Generator,B and C,Yes,Yes,Generator,5,3,10,0,18.7,0.5,4.4,0,1,Moderate,8.5204,8.5204,8.94023623179847,5.531411248715415,1.11,0.655,0.488,1.438,0.296
Oyo,Commercial,Duplex,Both,B and C,Yes,No,Generator,7,6,10,10,3.7,0.0,4.2,1,2,High,9.6625,9.6625,8.981052985901483,3.044522437723423,0.43,0.604,0.518,0.231,0.823
Kwara,Residential,Office,NEPA/PHCN,B and B,Yes,No,Generator,2,3,2,7,7.4,0.0,10.4,1,0,Low,8.4555,8.4555,7.985824666418917,5.915932484495545,2.96,1.691,0.514,1.48,0.799
Delta,Agricultural,Bungalow,Both,B and B,Yes,Yes,Generator,4,3,4,20,7.7,1.2,5.0,1,0,Low,8.2685,8.2685,7.682943169878292,6.479123892842133,1.62,1.181,0.518,1.1,0.841
Kwara,Residential,Office,Solar,B and C,Yes,Yes,Generator,1,5,8,9,11.2,0.5,4.8,1,0,Low,10.0475,10.0475,6.747586526829315,4.741447804280639,4.74,0.773,0.598,0.862,0.423
Anambra,Commercial,Flat,Generator,B and A,Yes,No,Generator,2,5,6,14,5.4,0.0,3.3,0,1,Low,8.8899,8.8899,7.895808377083183,5.682218296740361,2.84,0.808,0.53,0.491,1.052
Benue,Commercial,Flat,Generator,B and B,Yes,No,Generator,3,4,9,11,9.0,0.0,4.4,0,1,Very high,9.5692,9.5692,8.114324709155339,6.5275192249197485,2.18,0.736,0.541,0.692,0.725
Delta,Residential,Duplex,Solar,B and C,Yes,No,Generator,1,4,11,21,4.1,0.0,5.9,2,1,High,10.4011,10.4011,9.381348168869865,6.007583928987866,6.01,0.693,0.526,0.273,1.465
Anambra,Government,Flat,NEPA/PHCN,B and D,Yes,No,Generator,3,3,8,5,18.5,0.0,8.8,3,0,High,9.0726,9.0726,10.027959280046968,4.826712455935327,1.61,0.825,0.475,1.682,0.261
Enugu,Government,Flat,NEPA/PHCN,B and A,Yes,No,Solar,4,7,7,9,14.7,0.0,8.4,2,0,Very high,10.0658,10.0658,9.072686206677387,7.130818827096176,1.78,0.719,0.526,1.05,0.485
Benue,Commercial,Office,NEPA/PHCN,B and D,No,No,Generator,8,4,6,0,8.4,0.0,5.0,2,2,High,10.7085,10.7085,8.889859587773016,5.7439642642890325,0.72,1.071,0.546,0.84,0.684
Abuja,Residential,Flat,Solar,B and D,Yes,Yes,Generator,4,5,9,14,7.4,0.5,6.2,2,1,Moderate,9.4212,9.4212,10.237026921072703,5.8027224225111045,1.45,0.673,0.479,0.529,0.784
Lagos,Residential,Office,NEPA/PHCN,B and C,Yes,Yes,Generator,9,4,8,7,13.4,2.3,7.4,1,0,Low,10.6841,10.6841,9.071308163280625,3.490428515390098,0.39,0.89,0.541,1.117,0.26
Delta,Residential,Office,Generator,B and B,Yes,No,No Backup,7,5,9,5,9.8,0.0,4.4,1,0,Moderate,8.175,8.175,7.3098814858247865,4.395682961121367,0.63,0.584,0.528,0.7,0.449
Delta,Residential,Bungalow,Both,B and A,Yes,No,Generator,6,7,10,0,22.6,0.0,5.2,4,0,Very high,8.7047,8.7047,7.878912912297133,4.209160236650682,0.7,0.512,0.525,1.329,0.186
Bauchi,Commercial,Shop,Generator,B and B,No,No,UPS,4,3,16,8,7.6,0.0,4.3,1,3,Very high,10.5513,10.5513,9.416622566214981,5.226821364842967,1.31,0.555,0.528,0.4,0.688
Enugu,Agricultural,Duplex,Solar,B and D,Yes,No,Generator,5,5,6,14,11.4,0.0,5.1,0,0,Low,8.1374,8.1374,4.795790545596741,5.32544603393629,1.07,0.74,0.629,1.036,0.467
Oyo,Commercial,Shop,Both,B and C,No,Yes,No Backup,1,1,9,17,16.5,0.5,7.2,0,0,Very high,8.6615,8.6615,4.983606621708336,7.145038393850066,7.15,0.866,0.635,1.65,0.433
Kano,Government,Shop,Both,B and D,Yes,No,Generator,3,2,9,16,5.8,0.0,12.0,0,2,Low,10.2041,10.2041,9.24329147211587,4.130354999745133,1.38,0.928,0.525,0.527,0.712
Benue,Commercial,Duplex,Generator,B and C,Yes,Yes,Generator,2,2,6,3,1.4,5.1,2.0,0,1,Low,9.8859,9.8859,8.33423142973486,5.207845463383961,2.6,1.236,0.543,0.175,3.72
Enugu,Commercial,Flat,NEPA/PHCN,B and D,Yes,Yes,No Backup,4,5,13,3,14.1,1.8,8.5,1,0,High,10.8141,10.8141,8.854379458771108,3.044522437723423,0.76,0.601,0.55,0.783,0.216
Kaduna,Government,Factory,Both,B and D,Yes,Yes,Solar,4,4,8,19,7.8,8.0,6.9,0,0,Low,9.08,9.08,7.035268599281097,4.298645025734831,1.07,0.757,0.563,0.65,0.551
Plateau,Commercial,Bungalow,Both,B and D,No,No,Generator,1,4,8,9,7.1,0.0,8.7,1,2,Moderate,9.4851,9.4851,9.907579170439382,4.837867950107113,4.84,0.79,0.489,0.592,0.681
Kano,Government,Factory,Solar,B and A,Yes,No,Generator,5,4,8,12,10.6,0.0,4.1,0,0,Very high,8.9334,8.9334,10.455272761356362,6.325791627382807,1.27,0.744,0.461,0.883,0.597
Lagos,Residential,Bungalow,Generator,B and B,Postpaid,Yes,UPS,3,6,8,5,12.4,1.5,5.2,1,3,Moderate,10.8162,10.8162,9.69356866855007,5.577841251298354,1.86,0.773,0.527,0.886,0.45
Kano,Residential,Duplex,Solar,B and B,Prepaid,No,Generator,5,5,4,9,7.4,0.0,8.1,1,2,Moderate,9.1993,9.1993,9.424483541093094,5.2235938203521,1.04,1.022,0.494,0.822,0.706
Oyo,Government,Duplex,Both,B and B,No,No,Generator,1,4,5,9,3.7,0.0,2.2,0,0,Low,9.7132,9.7132,7.592366128519796,6.289715570908998,6.29,1.079,0.561,0.411,1.7
Sokoto,Commercial,Office,Both,B and C,No,Yes,Generator,4,4,11,6,11.3,1.9,9.4,3,2,Very high,9.5686,9.5686,8.711113884053544,5.259576538231606,1.31,0.638,0.523,0.753,0.465
Bauchi,Government,Bungalow,Both,B and C,No,No,Generator,5,2,7,22,6.8,0.0,6.2,0,1,Low,10.0149,10.0149,7.546446273746024,4.665324108807838,0.93,1.113,0.57,0.756,0.686
Kano,Government,Duplex,Solar,B and D,No,Yes,Generator,5,5,6,5,16.7,4.3,3.3,1,2,Moderate,9.7393,9.7393,9.207877341204696,5.785669634128385,1.16,0.885,0.514,1.518,0.346
Lagos,Residential,Flat,Both,B and D,No,No,Generator,5,3,7,11,9.4,0.0,7.7,0,1,Low,9.0842,9.0842,8.726643415598444,5.723911845951367,1.14,0.908,0.51,0.94,0.609
Oyo,Commercial,Flat,NEPA/PHCN,B and C,No,No,Generator,5,1,8,3,12.2,0.0,6.1,2,4,High,10.1602,10.1602,7.552762084214147,3.6506582412937387,0.73,1.129,0.574,1.356,0.299
Kwara,Residential,Bungalow,Both,B and B,No,No,Generator,6,3,7,5,7.1,0.0,2.7,0,1,Low,9.2631,9.2631,7.577121930876679,3.367295829986474,0.56,0.926,0.55,0.71,0.474
Delta,Commercial,Bungalow,Both,B and A,No,Yes,Generator,5,3,8,29,19.2,11.1,8.2,0,0,High,9.6357,9.6357,9.1833801903934,5.872962503026981,1.17,0.876,0.512,1.745,0.306
Sokoto,Industrial,Bungalow,NEPA/PHCN,B and C,Yes,No,No Backup,4,1,8,8,0.0,0.0,5.0,1,0,High,8.6498,8.6498,8.041091003708633,6.24280675278087,1.56,0.961,0.518,0.0,inf
Bauchi,Residential,Shop,Generator,B and B,No,Yes,Solar,3,2,8,20,1.9,0.9,5.9,1,2,Low,9.5573,9.5573,8.680331928793418,5.841513370344478,1.95,0.956,0.524,0.19,3.074
Delta,Commercial,Flat,Both,B and C,Yes,No,Generator,6,1,9,11,9.9,0.0,8.1,1,2,Very high,8.2356,8.2356,8.961879012677683,6.530877627725885,1.09,0.824,0.479,0.99,0.66
Plateau,Industrial,Flat,Both,B and B,No,Yes,Generator,4,5,8,20,11.5,3.1,8.0,1,1,Very high,10.528,10.528,8.252446090246952,5.803326104992462,1.45,0.81,0.561,0.885,0.505
Anambra,Residential,Duplex,Generator,B and B,Yes,No,UPS,4,4,12,3,8.6,0.0,4.2,2,1,Moderate,9.9533,9.9533,8.77786371462117,3.044522437723423,0.76,0.622,0.531,0.538,0.354
Sokoto,Industrial,Office,NEPA/PHCN,B and A,Yes,No,Generator,1,3,9,4,6.5,0.0,4.4,1,1,High,9.857,9.857,7.698029170272805,4.812997033190408,4.81,0.821,0.561,0.542,0.74
Sokoto,Commercial,Flat,NEPA/PHCN,B and A,Yes,Yes,Generator,2,3,8,13,16.3,3.8,4.3,0,1,Low,8.8616,8.8616,8.01862546504575,3.751854253275325,1.88,0.806,0.525,1.482,0.23
Kwara,Government,Bungalow,Both,B and E,Yes,No,Generator,2,4,7,13,12.3,0.0,8.4,1,1,Moderate,8.7081,8.7081,7.154615356913663,5.706445592075685,2.85,0.792,0.549,1.118,0.464
Kwara,Residential,Duplex,Both,B and D,No,No,Generator,7,6,10,10,12.2,0.0,6.9,1,0,Moderate,9.9298,9.9298,8.424858580213442,5.176714544788788,0.74,0.621,0.541,0.762,0.424
Benue,Residential,Bungalow,Generator,B and C,Yes,No,UPS,6,3,8,16,10.2,0.0,4.4,1,1,High,9.1709,9.1709,9.980078154697841,5.715052066914432,0.95,0.834,0.479,0.927,0.56
Niger,Commercial,Bungalow,NEPA/PHCN,B and C,Yes,No,Generator,9,4,8,11,6.9,0.0,8.6,0,0,Very high,10.8695,10.8695,9.088737550216933,6.364578624998487,0.71,0.906,0.545,0.575,0.922
Kano,Residential,Bungalow,NEPA/PHCN,B and D,No,No,Solar,5,4,6,0,4.0,0.0,4.2,2,1,Low,8.9765,8.9765,8.469262657658687,4.582924577040772,0.92,0.898,0.515,0.4,1.146
Sokoto,Agricultural,Duplex,NEPA/PHCN,B and D,Yes,No,Generator,1,5,8,18,12.6,0.0,3.8,0,3,Low,8.9731,8.9731,10.018644921923576,4.911919321157098,4.91,0.69,0.472,0.969,0.39
Delta,Residential,Office,NEPA/PHCN,B and C,Yes,Yes,Generator,5,8,9,25,4.9,0.7,8.9,3,1,Moderate,9.6821,9.6821,9.020873347021357,4.745801315727837,0.95,0.57,0.518,0.288,0.969
Lagos,Industrial,Duplex,NEPA/PHCN,B and B,Yes,Yes,Solar,2,5,10,19,15.3,2.6,6.6,0,1,Very high,7.1831,7.1831,10.071033823747928,6.257284372702628,3.13,0.479,0.416,1.02,0.409
Rivers,Commercial,Duplex,NEPA/PHCN,B and D,Yes,Yes,Generator,2,5,12,17,1.9,0.7,3.9,2,0,Moderate,10.257,10.257,8.814776088545281,5.827768454437193,2.91,0.603,0.538,0.112,3.067
Niger,Residential,Bungalow,NEPA/PHCN,B and E,Yes,Yes,Generator,5,1,5,11,1.0,2.8,7.2,1,3,Low,6.9088,6.9088,9.44596570079245,5.8027224225111045,1.16,1.151,0.422,0.167,5.803
Rivers,Residential,Office,Both,B and A,Yes,No,Generator,11,7,8,11,4.9,0.0,5.0,2,1,Very high,9.5793,9.5793,8.005367067316664,5.785055194784937,0.53,0.639,0.545,0.327,1.181
Bauchi,Commercial,Duplex,NEPA/PHCN,B and C,Yes,No,Generator,1,4,7,16,3.8,0.0,5.6,1,1,Low,10.6819,10.6819,9.415157006597509,3.044522437723423,3.04,0.971,0.532,0.345,0.801
Oyo,Commercial,Office,NEPA/PHCN,B and C,Yes,Yes,Solar,4,4,11,11,15.3,1.0,5.7,5,0,Very high,9.574,9.574,9.65419251248905,6.9852717214099656,1.75,0.638,0.498,1.02,0.457
Delta,Residential,Factory,Generator,B and D,Yes,Yes,Solar,3,8,12,6,15.2,1.0,5.1,0,0,Moderate,10.5395,10.5395,10.100328195429285,4.8629083820668,1.62,0.527,0.511,0.76,0.32
Delta,Government,Office,Generator,B and A,No,No,Generator,2,1,7,1,10.2,0.0,7.4,0,3,High,8.662,8.662,9.188646757890927,5.196284640982885,2.6,1.083,0.485,1.275,0.509
Niger,Residential,Duplex,Generator,B and D,Yes,Yes,Solar,2,5,10,6,8.2,6.0,5.3,1,0,Low,9.7318,9.7318,9.376871242863814,3.5085558999826545,1.75,0.649,0.509,0.547,0.428
Sokoto,Residential,Flat,NEPA/PHCN,B and A,Yes,Yes,Generator,4,4,9,10,0.0,0.5,5.4,1,1,High,7.9255,7.9255,9.588091641516831,6.137511048037225,1.53,0.61,0.453,0.0,inf
Plateau,Commercial,Duplex,NEPA/PHCN,B and A,Yes,No,Generator,7,4,4,14,5.7,0.0,7.6,3,1,High,9.7172,9.7172,8.169902647359145,4.3054155323020415,0.62,1.215,0.543,0.712,0.755
Niger,Residential,Duplex,NEPA/PHCN,B and A,Yes,No,No Backup,2,8,9,5,5.2,0.0,5.1,0,1,Very high,9.9596,9.9596,7.157735484249907,6.611099731731247,3.31,0.586,0.582,0.306,1.271
Rivers,Government,Factory,NEPA/PHCN,B and E,Yes,No,Generator,4,2,7,9,11.9,0.0,7.8,4,1,Very high,9.5359,9.5359,9.307648554443182,5.8822075611710325,1.47,1.06,0.506,1.322,0.494
Niger,Residential,Flat,Generator,B and D,Yes,No,Solar,3,4,6,12,3.8,0.0,4.6,0,1,Low,8.5936,8.5936,9.756610356675369,5.439816928821736,1.81,0.859,0.468,0.38,1.432
Delta,Residential,Office,NEPA/PHCN,B and D,No,No,UPS,1,2,4,7,3.3,0.0,4.5,0,0,Low,9.5509,9.5509,9.790878608153474,5.306285536197214,5.31,1.592,0.494,0.55,1.608
Plateau,Residential,Flat,Both,B and C,Yes,Yes,Solar,7,2,3,0,7.4,0.8,6.8,0,1,Low,9.5989,9.5989,9.853509182729887,6.171491807348564,0.88,1.92,0.493,1.48,0.834
Kano,Commercial,Duplex,NEPA/PHCN,B and E,No,No,UPS,4,4,5,15,5.4,0.0,6.6,2,0,Moderate,9.6411,9.6411,9.42875274891449,4.709530201312334,1.18,1.071,0.506,0.6,0.872
Kaduna,Commercial,Bungalow,Solar,B and C,Yes,Yes,Generator,4,7,7,18,12.6,1.3,6.8,2,1,High,9.6389,9.6389,8.699681400989514,5.9327755507593025,1.48,0.688,0.526,0.9,0.471
Benue,Commercial,Flat,Both,B and D,Yes,Yes,Generator,4,7,16,14,16.3,5.5,4.3,1,1,Very high,10.0704,10.0704,9.929398934320629,5.117993812416755,1.28,0.438,0.504,0.709,0.314
Abuja,Residential,Shop,Solar,B and C,No,No,No Backup,3,4,11,22,11.4,0.0,8.9,0,4,Moderate,9.6561,9.6561,9.175955945114351,4.005513348515485,1.34,0.644,0.513,0.76,0.351
Kwara,Residential,Shop,Both,B and C,Yes,Yes,Solar,4,3,5,16,4.7,0.5,9.6,1,0,Low,10.7448,10.7448,8.564649132572534,5.510197725583535,1.38,1.343,0.556,0.588,1.172
Niger,Industrial,Office,Both,B and A,Yes,Yes,Generator,5,6,8,22,12.9,0.5,4.6,0,2,Very high,9.7323,9.7323,9.200492035921368,5.986954391630096,1.2,0.695,0.514,0.921,0.464
Bauchi,Residential,Flat,Both,B and B,Yes,No,Solar,2,4,6,0,9.6,0.0,4.9,3,0,High,8.402,8.402,9.90518610917171,5.950902935351859,2.98,0.84,0.459,0.96,0.62
Anambra,Government,Office,NEPA/PHCN,B and D,Yes,No,UPS,4,6,7,4,16.5,0.0,4.9,1,1,Very high,8.7521,8.7521,10.422519412849217,6.14996290492866,1.54,0.673,0.456,1.269,0.373
Oyo,Residential,Factory,Both,B and A,Yes,Yes,Generator,6,1,7,19,7.2,0.7,4.6,1,0,Very high,9.258,9.258,10.265697151973335,6.990808834117423,1.17,1.157,0.474,0.9,0.971
Kaduna,Industrial,Flat,Both,B and A,Yes,No,UPS,2,3,6,2,14.5,0.0,4.8,1,1,Very high,10.6757,10.6757,9.186662244621605,5.994460056087781,3.0,1.186,0.537,1.611,0.413
Benue,Residential,Flat,Generator,B and C,Postpaid,No,Generator,4,6,10,0,16.2,0.0,7.0,3,1,High,9.6559,9.6559,9.115040192121858,3.044522437723423,0.76,0.603,0.514,1.012,0.188
Benue,Commercial,Office,Solar,B and B,No,No,Generator,4,2,7,15,17.7,0.0,3.4,0,2,Low,9.6359,9.6359,8.593413217327646,3.044522437723423,0.76,1.071,0.529,1.967,0.172
Benue,Residential,Bungalow,NEPA/PHCN,B and B,No,No,Generator,5,2,10,11,14.2,0.0,4.3,3,3,Very high,9.2467,9.2467,8.904358542352968,5.538907831465967,1.11,0.771,0.509,1.183,0.39
Benue,Residential,Shop,Solar,B and C,Yes,No,UPS,2,2,8,9,14.6,0.0,5.0,1,0,High,8.3502,8.3502,10.40265548874465,6.39959277263563,3.2,0.835,0.445,1.46,0.438
Rivers,Residential,Bungalow,Both,B and C,Yes,No,Generator,10,7,5,0,6.4,0.0,8.9,0,0,Moderate,9.1725,9.1725,9.27771860730613,5.592478405097527,0.56,0.764,0.497,0.533,0.874
Bauchi,Residential,Bungalow,Both,B and B,No,Yes,Solar,1,4,13,17,15.9,3.5,8.2,2,0,High,8.2314,8.2314,7.259116128097101,5.7375395714543345,5.74,0.484,0.531,0.935,0.361
Bauchi,Residential,Shop,Generator,B and C,Yes,No,Solar,3,5,13,10,6.4,0.0,4.3,0,2,Moderate,9.5623,9.5623,8.973604867142505,3.9589065913269965,1.32,0.531,0.516,0.356,0.619
Plateau,Commercial,Shop,NEPA/PHCN,B and C,No,No,Solar,2,6,13,23,5.3,0.0,7.3,0,0,High,6.9088,6.9088,10.142110674698724,5.455748374496865,2.73,0.364,0.405,0.279,1.029
Kwara,Commercial,Flat,Generator,B and A,No,No,Generator,2,5,8,13,3.7,0.0,9.2,1,1,Very high,8.3129,8.3129,7.879291485082271,6.207784873074067,3.1,0.639,0.513,0.285,1.678
Delta,Industrial,Office,Both,B and E,No,Yes,Generator,3,2,4,14,14.9,7.9,1.0,0,0,Low,9.066,9.066,5.723585101952381,5.62040086571715,1.87,1.511,0.613,2.483,0.377
Benue,Commercial,Duplex,NEPA/PHCN,B and B,Yes,No,Solar,2,1,6,11,2.2,0.0,8.1,1,1,Low,9.9824,9.9824,9.938999473537487,4.695010889987881,2.35,1.426,0.501,0.314,2.134
Anambra,Commercial,Duplex,Solar,B and D,No,No,Generator,6,3,10,15,9.2,0.0,7.5,1,1,High,9.6325,9.6325,7.453561871643373,5.510197725583535,0.92,0.741,0.564,0.708,0.599
Delta,Residential,Shop,NEPA/PHCN,B and C,Yes,No,Generator,4,5,13,23,3.6,0.0,8.7,1,2,Moderate,10.1205,10.1205,8.329416783939319,4.456670177669648,1.11,0.562,0.549,0.2,1.238
Bauchi,Commercial,Duplex,NEPA/PHCN,B and B,Prepaid,No,Solar,10,4,5,16,16.5,0.0,2.2,0,0,High,10.4158,10.4158,9.264336011737194,5.066385309200747,0.51,1.157,0.529,1.833,0.307
Lagos,Residential,Factory,NEPA/PHCN,B and A,No,No,Solar,3,4,12,21,10.9,0.0,5.8,1,2,Very high,8.626,8.626,8.831127635012084,7.081540504753805,2.36,0.539,0.494,0.681,0.65
Lagos,Industrial,Bungalow,Both,B and E,Yes,No,Generator,8,3,8,4,11.0,0.0,8.2,1,1,Very high,8.3768,8.3768,8.405814603432848,5.28978103552575,0.66,0.762,0.499,1.0,0.481
Anambra,Residential,Bungalow,Generator,B and C,No,Yes,Generator,6,3,10,15,17.3,0.5,10.2,0,1,Moderate,7.0466,7.0466,6.569481420414296,5.205653681684617,0.87,0.542,0.518,1.331,0.301
Plateau,Residential,Bungalow,Generator,B and C,Yes,Yes,Generator,4,1,4,21,6.2,5.9,3.9,0,0,Low,8.7945,8.7945,10.341387581787455,4.560172820057356,1.14,1.759,0.46,1.24,0.736
Bauchi,Commercial,Office,Both,B and D,No,No,Generator,7,4,3,14,11.5,0.0,5.8,3,1,Moderate,9.2662,9.2662,8.178919332848396,3.044522437723423,0.43,1.324,0.531,1.643,0.265
Anambra,Residential,Office,Both,B and A,No,Yes,Generator,3,4,4,4,10.0,0.6,3.7,1,1,Moderate,8.4235,8.4235,9.08239335764556,6.247849432201994,2.08,1.053,0.481,1.25,0.625
Rivers,Government,Shop,Generator,B and D,Yes,No,Generator,5,3,9,11,16.2,0.0,6.4,2,2,Very high,10.7095,10.7095,8.74957394808293,6.3695584584200144,1.27,0.892,0.55,1.35,0.393
Niger,Government,Office,Solar,B and C,No,No,UPS,8,7,9,0,4.6,0.0,6.7,2,2,Very high,10.4058,10.4058,9.427626803805994,5.01396308418893,0.63,0.65,0.525,0.288,1.09
Anambra,Residential,Bungalow,Both,B and C,Yes,Yes,Generator,3,4,4,16,11.2,5.3,3.8,0,0,Low,10.6159,10.6159,9.339524830357009,3.572345637857985,1.19,1.327,0.532,1.4,0.319
Kano,Residential,Factory,NEPA/PHCN,B and D,Yes,Yes,Solar,4,6,11,13,8.4,6.3,6.5,1,0,Low,8.8636,8.8636,9.005773206234908,5.199049364889368,1.3,0.521,0.496,0.494,0.619
Delta,Commercial,Flat,Both,B and C,Yes,No,Generator,4,5,5,2,12.9,0.0,11.0,3,2,Very high,8.6618,8.6618,9.48918349576076,6.01713229385656,1.5,0.866,0.477,1.29,0.466
Kaduna,Commercial,Duplex,NEPA/PHCN,B and A,No,No,Solar,6,2,14,25,7.2,0.0,6.5,3,2,Very high,10.5657,10.5657,9.089189170412032,6.436470829836679,1.07,0.66,0.538,0.45,0.894
Enugu,Residential,Mansion,Generator,B and D,Yes,No,Generator,2,2,14,14,6.9,0.0,3.0,1,1,Moderate,10.0214,10.0214,9.369819686521504,5.774240938304763,2.89,0.626,0.517,0.431,0.837
Plateau,Industrial,Office,Generator,B and D,Yes,No,Generator,6,4,10,16,10.7,0.0,5.5,0,0,Very high,8.9491,8.9491,8.60061479955531,6.853299093186078,1.14,0.639,0.51,0.764,0.64
Anambra,Commercial,Factory,Generator,B and C,Yes,No,Generator,5,1,11,8,0.0,0.0,6.5,1,0,High,8.4634,8.4634,7.085901464365611,6.347564325670818,1.27,0.705,0.544,0.0,inf
Bauchi,Residential,Flat,NEPA/PHCN,B and C,Yes,No,Generator,4,5,6,1,8.6,0.0,1.0,0,1,Low,8.5984,8.5984,9.592741540485795,4.354141431184346,1.09,0.782,0.473,0.782,0.506
Oyo,Residential,Factory,Solar,B and B,Yes,No,Generator,3,1,7,25,3.8,0.0,5.2,1,0,Low,8.6187,8.6187,10.061687167209673,5.53338948872752,1.84,1.077,0.461,0.475,1.456
Lagos,Industrial,Factory,Generator,B and D,No,No,Generator,6,5,7,9,13.6,0.0,4.1,0,2,Moderate,8.6604,8.6604,7.436617265234227,3.5467396869528134,0.59,0.722,0.538,1.133,0.261
